SummaryDate,OBJECTID,Province,Abbreviation,DailyTotals,TotalCases,TotalRecovered,DailyRecovered,TotalDeaths,DailyDeaths,TotalTested,DailyTested,TotalActive,DailyActive,TotalHospitalized,DailyHospitalized,TotalICU,DailyICU
2020/04/07 12:00:00+00,1034,ALBERTA,AB,25,1373,447,86,26,2,67117,1203,900,-63,,,,
2020/04/07 12:00:00+00,1035,NUNAVUT,NU,0,0,0,0,0,0,356,0,0,0,,,,
2020/04/07 12:00:00+00,1036,MANITOBA,MB,13,217,21,4,3,1,14280,804,193,8,,,,
2020/04/08 12:00:00+00,1037,NOVA SCOTIA,NS,32,342,77,11,1,0,11688,757,264,21,,,,
2020/04/08 12:00:00+00,1038,REPATRIATED,RC,0,13,0,0,0,0,0,0,13,0,,,,
2020/04/08 12:00:00+00,1039,QUEBEC,QC,691,10031,827,107,175,25,112107,5109,9029,559,,,,
2020/04/08 12:00:00+00,1040,PEI,PE,3,25,17,9,0,0,1575,93,8,-6,,,,
2020/04/08 12:00:00+00,1041,NWT,NT,0,5,1,0,0,0,1378,0,4,0,,,,
2020/04/08 12:00:00+00,1042,ONTARIO,ON,550,5276,2074,272,174,21,84601,3237,3557,153,,,,
2020/04/08 12:00:00+00,1043,MANITOBA,MB,4,221,69,48,3,0,14708,428,149,-44,,,,
2020/04/08 12:00:00+00,1044,NL,NL,4,232,74,25,2,0,4149,191,156,-21,,,,
2020/04/08 12:00:00+00,1045,BC,BC,45,1336,838,33,48,5,52412,989,450,7,,,,
2020/04/08 12:00:00+00,1046,ALBERTA,AB,50,1423,519,72,29,3,68762,1645,875,-25,,,,
2020/04/08 12:00:00+00,1047,SASKATCHEWAN,SK,11,271,103,15,3,0,14722,0,165,-4,,,,
2020/04/08 12:00:00+00,1048,NUNAVUT,NU,0,0,0,0,0,0,369,13,0,0,,,,
2020/04/08 12:00:00+00,1049,NEW BRUNSWICK,NB,3,108,50,11,0,0,6549,437,58,-8,,,,
2020/04/08 12:00:00+00,1050,YUKON,YT,1,8,4,0,0,0,794,19,4,1,,,,
2020/04/09 12:00:00+00,1051,NUNAVUT,NU,0,0,0,0,0,0,376,7,0,0,0,0,0,0
2020/04/09 12:00:00+00,1052,YUKON,YT,0,8,4,0,0,0,794,0,4,0,0,0,0,0
2020/04/09 12:00:00+00,1053,PRINCE EDWARD ISLAND,PE,0,25,17,0,0,0,1630,55,8,0,0,0,0,0
2020/04/09 12:00:00+00,1054,NEWFOUNDLAND AND LABRADOR,NL,4,236,96,22,2,0,4390,241,138,-18,6,6,0,0
2020/04/09 12:00:00+00,1055,NEW BRUNSWICK,NB,3,111,53,3,0,0,6930,381,58,0,5,5,4,4
2020/04/09 12:00:00+00,1056,BRITISH COLUMBIA,BC,34,1370,858,20,50,2,53505,1093,462,12,317,317,67,67
2020/04/09 12:00:00+00,1057,NOVA SCOTIA,NS,31,373,82,5,2,1,12177,489,289,25,10,10,4,4
2020/04/09 12:00:00+00,1058,SASKATCHEWAN,SK,7,278,115,12,3,0,15621,899,160,-5,8,8,2,2
2020/04/09 12:00:00+00,1059,ALBERTA,AB,28,1451,592,73,32,3,70247,1485,827,-48,97,97,33,33
2020/04/09 12:00:00+00,1060,MANITOBA,MB,3,224,76,7,3,0,15259,551,145,-4,11,11,5,5
2020/04/09 12:00:00+00,1061,QUEBEC,QC,881,10912,827,0,213,38,116645,4538,9872,843,679,679,196,196
2020/04/09 12:00:00+00,1062,ONTARIO,ON,483,5759,2305,231,200,26,88698,4097,3254,263,632,632,478,478
2020/04/09 12:00:00+00,1063,NORTHWEST TERRITORIES,NT,0,5,1,0,0,0,1378,0,4,0,0,0,0,0
2020/04/09 12:00:00+00,1064,REPATRIATED CDN,RC,0,13,13,13,0,0,0,0,0,-13,0,0,0,0
2020/04/10 12:00:00+00,1093,NUNAVUT,NU,0,0,0,0,0,0,376,0,0,0,0,0,0,0
2020/04/10 12:00:00+00,1094,YUKON,YT,0,8,4,0,0,0,794,0,4,0,0,0,0,0
2020/04/10 12:00:00+00,1095,PRINCE EDWARD ISLAND,PE,0,25,17,0,0,0,1630,0,8,0,0,0,0,0
2020/04/10 12:00:00+00,1096,NEWFOUNDLAND AND LABRADOR,NL,3,239,103,7,3,1,4520,130,133,-5,7,1,0,0
2020/04/10 12:00:00+00,1097,NEW BRUNSWICK,NB,1,112,60,7,0,0,7353,423,52,-6,5,0,3,-1
2020/04/10 12:00:00+00,1098,BRITISH COLUMBIA,BC,40,1410,879,21,55,5,53505,0,476,14,317,0,67,0
2020/04/10 12:00:00+00,1099,NOVA SCOTIA,NS,34,407,93,11,2,0,13421,1244,312,23,8,-2,4,0
2020/04/10 12:00:00+00,1100,SASKATCHEWAN,SK,7,285,136,21,3,0,16952,1331,146,-14,8,0,2,0
2020/04/10 12:00:00+00,1101,ALBERTA,AB,49,1500,592,0,39,7,72370,2123,869,42,101,4,33,0
2020/04/10 12:00:00+00,1102,MANITOBA,MB,6,230,92,16,4,1,16220,961,134,-11,10,-1,5,0
2020/04/10 12:00:00+00,1103,QUEBEC,QC,765,11677,1341,514,241,28,120938,4293,10095,223,733,54,186,-10
2020/04/10 12:00:00+00,1104,ONTARIO,ON,478,6237,2574,269,222,22,94271,5573,3441,187,673,41,477,-1
2020/04/10 12:00:00+00,1105,NORTHWEST TERRITORIES,NT,0,5,1,0,0,0,1397,19,4,0,0,0,0,0
2020/04/10 12:00:00+00,1106,REPATRIATED CDN,RC,0,13,13,0,0,0,0,0,0,0,0,0,0,0
2020/04/11 12:00:00+00,1107,NUNAVUT,NU,0,0,0,0,0,0,376,0,0,0,0,0,0,0
2020/04/11 12:00:00+00,1108,YUKON,YT,0,8,4,0,0,0,794,0,4,0,0,0,0,0
2020/04/11 12:00:00+00,1109,PRINCE EDWARD ISLAND,PE,0,25,17,0,0,0,1821,191,8,0,0,0,0,0
2020/04/11 12:00:00+00,1110,NEWFOUNDLAND AND LABRADOR,NL,2,241,120,17,3,0,4726,206,118,-15,6,-1,0,0
2020/04/11 12:00:00+00,1111,NEW BRUNSWICK,NB,0,112,70,10,0,0,7683,330,42,-10,5,0,3,0
2020/04/11 12:00:00+00,1112,BRITISH COLUMBIA,BC,35,1445,905,26,58,3,53505,0,482,6,317,0,67,0
2020/04/11 12:00:00+00,1113,NOVA SCOTIA,NS,21,428,95,2,2,0,14060,639,331,19,8,0,4,0
2020/04/11 12:00:00+00,1114,SASKATCHEWAN,SK,4,289,147,11,4,1,18448,1496,138,-8,8,0,1,-1
2020/04/11 12:00:00+00,1115,ALBERTA,AB,69,1569,774,182,40,1,75278,2908,755,-114,105,4,33,0
2020/04/11 12:00:00+00,1116,MANITOBA,MB,12,242,96,4,4,0,16383,163,143,8,10,0,5,0
2020/04/11 12:00:00+00,1117,QUEBEC,QC,615,12292,1563,222,289,48,125615,4677,10440,345,778,45,211,25
2020/04/11 12:00:00+00,1118,ONTARIO,ON,411,6648,2858,284,253,31,96321,2050,3537,96,691,18,472,-5
2020/04/11 12:00:00+00,1119,NORTHWEST TERRITORIES,NT,0,5,1,0,0,0,1429,32,4,0,0,0,0,0
2020/04/11 12:00:00+00,1120,REPATRIATED CDN,RC,0,13,13,0,0,0,0,0,0,0,0,0,0,0
2020/04/12 12:00:00+00,1121,NUNAVUT,NU,0,0,0,0,0,0,376,0,0,0,0,0,0,0
2020/04/12 12:00:00+00,1122,YUKON,YT,0,8,4,0,0,0,794,0,4,0,0,0,0,0
2020/04/12 12:00:00+00,1123,PRINCE EDWARD ISLAND,PE,0,25,17,0,0,0,1821,0,8,0,0,0,0,0
2020/04/12 12:00:00+00,1124,NEWFOUNDLAND AND LABRADOR,NL,1,242,129,9,3,0,4812,86,110,-8,7,1,0,0
2020/04/12 12:00:00+00,1125,NEW BRUNSWICK,NB,2,114,70,0,0,0,7963,280,44,2,7,2,3,0
2020/04/12 12:00:00+00,1126,BRITISH COLUMBIA,BC,0,1445,905,0,58,0,53505,0,482,0,317,0,67,0
2020/04/12 12:00:00+00,1127,NOVA SCOTIA,NS,17,445,97,2,2,0,14740,680,346,15,9,1,4,0
2020/04/12 12:00:00+00,1128,SASKATCHEWAN,SK,9,298,164,17,4,0,18448,0,130,-8,7,-1,0,-1
2020/04/12 12:00:00+00,1129,ALBERTA,AB,82,1651,823,49,44,4,77316,2038,784,29,107,2,34,1
2020/04/12 12:00:00+00,1130,MANITOBA,MB,0,242,96,0,4,0,17221,838,142,0,8,-2,4,-1
2020/04/12 12:00:00+00,1131,QUEBEC,QC,554,12846,1745,182,328,39,129021,3406,10773,333,824,46,217,6
2020/04/12 12:00:00+00,1132,ONTARIO,ON,401,7049,3121,263,274,21,103165,6844,3654,117,738,47,457,-15
2020/04/12 12:00:00+00,1133,NORTHWEST TERRITORIES,NT,0,5,1,0,0,0,1485,56,4,0,0,0,0,0
2020/04/12 12:00:00+00,1134,REPATRIATED CDN,RC,0,13,13,0,0,0,0,0,0,0,0,0,0,0
2020/04/13 12:00:00+00,1149,NUNAVUT,NU,0,0,0,0,0,0,376,0,0,0,0,0,0,0
2020/04/13 12:00:00+00,1150,YUKON,YT,0,8,6,2,0,0,832,38,2,-2,0,0,0,0
2020/04/13 12:00:00+00,1151,PRINCE EDWARD ISLAND,PE,0,25,23,6,0,0,1912,91,2,-6,0,0,0,0
2020/04/13 12:00:00+00,1152,NEWFOUNDLAND AND LABRADOR,NL,2,244,133,4,3,0,4907,95,108,-2,9,2,3,3
2020/04/13 12:00:00+00,1153,NEW BRUNSWICK,NB,2,116,74,4,0,0,8199,236,42,-2,5,-2,3,0
2020/04/13 12:00:00+00,1154,BRITISH COLUMBIA,BC,45,1490,926,21,69,11,56142,2637,495,13,317,0,67,0
2020/04/13 12:00:00+00,1155,NOVA SCOTIA,NS,29,474,101,4,3,1,16054,1314,370,24,9,0,4,0
2020/04/13 12:00:00+00,1156,SASKATCHEWAN,SK,2,300,178,14,4,0,18448,0,118,-12,8,1,0,0
2020/04/13 12:00:00+00,1157,ALBERTA,AB,81,1732,877,54,46,2,79781,2465,809,25,110,3,34,0
2020/04/13 12:00:00+00,1158,MANITOBA,MB,4,246,99,3,4,0,17245,24,143,1,8,0,4,0
2020/04/13 12:00:00+00,1159,QUEBEC,QC,711,13557,1982,237,360,32,134215,5194,11215,442,879,55,226,9
2020/04/13 12:00:00+00,1160,ONTARIO,ON,421,7470,3357,236,291,17,108230,5065,3822,168,760,22,466,9
2020/04/13 12:00:00+00,1161,NORTHWEST TERRITORIES,NT,0,5,2,1,0,0,1486,1,3,-1,0,0,0,0
2020/04/13 12:00:00+00,1162,REPATRIATED CDN,RC,0,13,13,0,0,0,0,0,0,0,0,0,0,0
2020/04/14 12:00:00+00,1163,NUNAVUT,NU,0,0,0,0,0,0,399,23,0,0,0,0,0,0
2020/04/14 12:00:00+00,1164,YUKON,YT,0,8,6,0,0,0,832,0,2,0,0,0,0,0
2020/04/14 12:00:00+00,1165,PRINCE EDWARD ISLAND,PE,0,25,23,0,0,0,1963,51,2,0,0,0,0,0
2020/04/14 12:00:00+00,1166,NEWFOUNDLAND AND LABRADOR,NL,0,244,149,16,3,0,5021,114,92,-16,8,-1,3,0
2020/04/14 12:00:00+00,1167,NEW BRUNSWICK,NB,0,116,74,0,0,0,8449,250,42,0,5,0,3,0
2020/04/14 12:00:00+00,1168,BRITISH COLUMBIA,BC,27,1517,942,16,72,3,58626,2484,503,8,134,32,58,-9
2020/04/14 12:00:00+00,1169,NOVA SCOTIA,NS,43,517,124,23,3,0,17272,1218,390,20,6,-3,4,0
2020/04/14 12:00:00+00,1170,SASKATCHEWAN,SK,1,301,187,9,4,0,20282,1834,110,-8,7,-1,0,0
2020/04/14 12:00:00+00,1171,ALBERTA,AB,138,1870,914,37,48,2,82649,2868,908,99,110,0,34,0
2020/04/14 12:00:00+00,1172,MANITOBA,MB,0,246,99,0,4,0,17709,464,143,0,9,1,4,0
2020/04/14 12:00:00+00,1173,QUEBEC,QC,691,14248,2146,164,435,75,139845,5630,11667,452,936,57,230,4
2020/04/14 12:00:00+00,1174,ONTARIO,ON,483,7953,3568,211,334,43,113082,4852,4051,229,769,9,255,-211
2020/04/14 12:00:00+00,1175,NORTHWEST TERRITORIES,NT,0,5,2,0,0,0,1508,22,3,0,0,0,0,0
2020/04/14 12:00:00+00,1176,REPATRIATED CDN,RC,0,13,13,0,0,0,0,0,0,0,0,0,0,0
2020/01/25 12:00:00+00,1177,CANADA,CA,1,1,0,0,0,0,0,0,1,1,,,,
2020/01/26 12:00:00+00,1178,CANADA,CA,0,1,0,0,0,0,0,0,1,0,,,,
2020/01/27 12:00:00+00,1179,CANADA,CA,1,2,0,0,0,0,0,0,2,1,,,,
2020/01/28 12:00:00+00,1180,CANADA,CA,1,3,0,0,0,0,0,0,3,1,,,,
2020/01/29 12:00:00+00,1181,CANADA,CA,0,3,0,0,0,0,0,0,3,0,,,,
2020/01/30 12:00:00+00,1182,CANADA,CA,0,3,0,0,0,0,0,0,3,0,,,,
2020/01/31 12:00:00+00,1183,CANADA,CA,1,4,0,0,0,0,0,0,4,1,,,,
2020/02/01 12:00:00+00,1184,CANADA,CA,0,4,0,0,0,0,0,0,4,0,,,,
2020/02/02 12:00:00+00,1185,CANADA,CA,0,4,0,0,0,0,0,0,4,0,,,,
2020/02/03 12:00:00+00,1186,CANADA,CA,0,4,0,0,0,0,0,0,4,0,,,,
2020/02/04 12:00:00+00,1187,CANADA,CA,1,5,0,0,0,0,0,0,5,1,,,,
2020/02/05 12:00:00+00,1188,CANADA,CA,0,5,0,0,0,0,0,0,5,0,,,,
2020/02/06 12:00:00+00,1189,CANADA,CA,2,7,0,0,0,0,0,0,7,2,,,,
2020/02/07 12:00:00+00,1190,CANADA,CA,0,7,0,0,0,0,0,0,7,0,,,,
2020/02/08 12:00:00+00,1191,CANADA,CA,0,7,0,0,0,0,0,0,7,0,,,,
2020/02/09 12:00:00+00,1192,CANADA,CA,0,7,0,0,0,0,0,0,7,0,,,,
2020/02/10 12:00:00+00,1193,CANADA,CA,0,7,0,0,0,0,0,0,7,0,,,,
2020/02/11 12:00:00+00,1194,CANADA,CA,0,7,0,0,0,0,0,0,7,0,,,,
2020/02/12 12:00:00+00,1195,CANADA,CA,0,7,1,1,0,0,0,0,6,0,,,,
2020/02/13 12:00:00+00,1196,CANADA,CA,0,7,1,0,0,0,0,0,6,0,,,,
2020/02/14 12:00:00+00,1197,CANADA,CA,1,8,1,0,0,0,0,0,7,1,,,,
2020/02/15 12:00:00+00,1198,CANADA,CA,0,8,1,0,0,0,0,0,7,0,,,,
2020/02/16 12:00:00+00,1199,CANADA,CA,0,8,1,0,0,0,0,0,7,0,,,,
2020/02/17 12:00:00+00,1200,CANADA,CA,0,8,1,0,0,0,0,0,7,0,,,,
2020/02/18 12:00:00+00,1201,CANADA,CA,0,8,1,0,0,0,0,0,7,0,,,,
2020/02/19 12:00:00+00,1202,CANADA,CA,0,8,2,1,0,0,0,0,6,0,,,,
2020/02/20 12:00:00+00,1203,CANADA,CA,1,9,3,1,0,0,0,0,6,1,,,,
2020/02/21 12:00:00+00,1204,CANADA,CA,0,9,4,1,0,0,0,0,5,0,,,,
2020/02/22 12:00:00+00,1205,CANADA,CA,0,9,4,0,0,0,0,0,5,0,,,,
2020/02/23 12:00:00+00,1206,CANADA,CA,1,10,4,0,0,0,0,0,6,1,,,,
2020/02/24 12:00:00+00,1207,CANADA,CA,1,11,4,0,0,0,0,0,7,1,,,,
2020/02/25 12:00:00+00,1208,CANADA,CA,0,11,7,3,0,0,0,0,4,-3,,,,
2020/02/26 12:00:00+00,1209,CANADA,CA,1,12,7,0,0,0,0,0,5,1,,,,
2020/02/27 12:00:00+00,1210,CANADA,CA,2,14,7,0,0,0,0,0,7,2,,,,
2020/02/28 12:00:00+00,1211,CANADA,CA,2,16,7,0,0,0,0,0,9,2,,,,
2020/02/29 12:00:00+00,1212,CANADA,CA,4,20,7,0,0,0,0,0,13,4,,,,
2020/03/01 12:00:00+00,1213,CANADA,CA,4,24,7,0,0,0,0,0,17,4,,,,
2020/03/02 12:00:00+00,1214,CANADA,CA,0,24,7,0,0,0,0,0,17,0,,,,
2020/03/03 12:00:00+00,1215,CANADA,CA,9,33,7,0,0,0,0,0,26,9,,,,
2020/03/04 12:00:00+00,1216,CANADA,CA,1,34,7,0,0,0,0,0,27,1,,,,
2020/03/05 12:00:00+00,1217,CANADA,CA,12,46,8,1,0,0,0,0,38,11,,,,
2020/03/06 12:00:00+00,1218,CANADA,CA,8,54,8,0,0,0,0,0,46,8,,,,
2020/03/07 12:00:00+00,1219,CANADA,CA,6,60,8,0,0,0,0,0,52,6,,,,
2020/03/08 12:00:00+00,1220,CANADA,CA,7,67,8,0,1,1,0,0,58,7,,,,
2020/03/09 12:00:00+00,1221,CANADA,CA,19,86,9,1,1,0,0,0,76,18,,,,
2020/03/10 12:00:00+00,1222,CANADA,CA,9,95,9,0,1,0,0,0,85,9,,,,
2020/03/11 12:00:00+00,1223,CANADA,CA,21,116,9,0,2,1,0,0,105,20,,,,
2020/03/12 12:00:00+00,1224,CANADA,CA,40,156,9,0,2,0,0,0,145,40,,,,
2020/03/13 12:00:00+00,1225,CANADA,CA,42,198,10,1,2,0,0,0,186,41,,,,
2020/03/14 12:00:00+00,1226,CANADA,CA,59,257,10,0,2,0,0,0,245,59,,,,
2020/03/15 12:00:00+00,1227,CANADA,CA,84,341,10,0,2,0,23752,23752,329,84,,,,
2020/03/16 12:00:00+00,1228,CANADA,CA,100,441,10,0,5,3,37878,14126,426,97,,,,
2020/03/17 12:00:00+00,1229,CANADA,CA,156,597,10,0,8,3,43611,5733,579,153,,,,
2020/03/18 12:00:00+00,1230,CANADA,CA,130,727,11,1,9,1,51436,7825,707,128,,,,
2020/03/19 12:00:00+00,1231,CANADA,CA,146,873,13,2,12,3,59670,8234,848,141,,,,
2020/03/20 12:00:00+00,1232,CANADA,CA,214,1087,15,2,13,1,78754,19084,1059,211,,,,
2020/03/21 12:00:00+00,1233,CANADA,CA,244,1331,16,1,18,5,91741,12987,1297,238,,,,
2020/03/22 12:00:00+00,1234,CANADA,CA,140,1471,18,2,21,3,106162,14421,1432,135,,,,
2020/03/23 12:00:00+00,1235,CANADA,CA,620,2091,112,94,24,3,114237,8075,1955,523,,,,
2020/03/24 12:00:00+00,1236,CANADA,CA,728,2819,186,74,27,3,124345,10108,2606,651,,,,
2020/03/25 12:00:00+00,1237,CANADA,CA,590,3409,197,11,35,8,152135,27790,3177,571,,,,
2020/03/26 12:00:00+00,1238,CANADA,CA,634,4043,228,31,39,4,166788,14653,3776,599,,,,
2020/03/27 12:00:00+00,1239,CANADA,CA,714,4757,354,126,55,16,180746,13958,4348,572,,,,
2020/03/28 12:00:00+00,1240,CANADA,CA,898,5655,501,147,60,5,202458,21712,5093,745,,,,
2020/03/29 12:00:00+00,1241,CANADA,CA,665,6320,585,84,62,2,219772,17314,5669,576,,,,
2020/03/30 12:00:00+00,1242,CANADA,CA,1128,7448,1114,529,89,27,234674,14902,6244,575,,,,
2020/03/31 12:00:00+00,1243,CANADA,CA,1143,8591,1297,183,101,12,250628,15954,7168,924,,,,
2020/04/01 12:00:00+00,1244,CANADA,CA,1140,9731,1667,370,111,10,268290,17662,8378,1211,,,,
2020/04/02 12:00:00+00,1245,CANADA,CA,1552,11283,1971,304,138,27,286155,17865,9637,1259,,,,
2020/04/03 12:00:00+00,1246,CANADA,CA,1266,12549,2323,352,187,49,307904,21749,10434,799,,,,
2020/04/04 12:00:00+00,1247,CANADA,CA,1469,14018,2735,412,233,46,324793,16889,11402,968,,,,
2020/04/05 12:00:00+00,1248,CANADA,CA,1494,15512,3100,365,280,47,336472,11679,12513,1111,,,,
2020/04/06 12:00:00+00,1249,CANADA,CA,1155,16667,3616,516,323,43,349677,13205,13198,685,,,,
2020/04/07 12:00:00+00,1250,CANADA,CA,1230,17897,4050,434,381,58,360896,11219,14099,902,,,,
2020/04/08 12:00:00+00,1251,CANADA,CA,1394,19291,4653,603,435,54,373814,12918,14732,633,,,,
2020/04/09 12:00:00+00,1252,CANADA,CA,1474,20765,5039,386,505,70,387650,13836,15221,1055,1765,1765,789,789
2020/04/10 12:00:00+00,1253,CANADA,CA,1383,22148,5905,866,569,64,403747,16097,15674,453,1862,97,777,-12
2020/04/11 12:00:00+00,1254,CANADA,CA,1169,23317,6663,758,653,84,416439,12692,16002,327,1928,66,796,19
2020/04/12 12:00:00+00,1255,CANADA,CA,1066,24383,7185,522,717,64,430667,14228,16481,480,2024,96,786,-10
2020/04/13 12:00:00+00,1256,CANADA,CA,1297,25680,7771,586,780,63,447827,17160,17129,648,2105,81,807,21
2020/04/14 12:00:00+00,1257,CANADA,CA,1383,27063,8247,476,903,123,467637,19810,17913,784,2199,94,591,-216
2020/04/15 12:00:00+00,1258,NUNAVUT,NU,0,0,0,0,0,0,404,5,0,0,0,0,0,0
2020/04/15 12:00:00+00,1259,YUKON,YT,0,8,6,0,0,0,841,9,2,0,0,0,0,0
2020/04/15 12:00:00+00,1260,PRINCE EDWARD ISLAND,PE,1,26,23,0,0,0,2056,93,3,1,0,0,0,0
2020/04/15 12:00:00+00,1261,NEWFOUNDLAND AND LABRADOR,NL,3,247,159,10,3,0,5166,145,85,-7,8,0,3,0
2020/04/15 12:00:00+00,1262,NEW BRUNSWICK,NB,1,117,77,3,0,0,8824,375,40,-2,5,0,3,0
2020/04/15 12:00:00+00,1263,BRITISH COLUMBIA,BC,44,1561,955,13,75,3,58685,59,531,28,131,-3,59,1
2020/04/15 12:00:00+00,1264,NOVA SCOTIA,NS,32,549,137,13,3,0,17968,696,409,19,5,-1,4,0
2020/04/15 12:00:00+00,1265,SASKATCHEWAN,SK,3,304,205,18,4,0,20907,625,95,-15,8,1,0,0
2020/04/15 12:00:00+00,1266,ALBERTA,AB,126,1996,914,0,48,0,85502,2853,1034,126,115,5,35,1
2020/04/15 12:00:00+00,1267,MANITOBA,MB,0,246,108,9,5,1,17902,193,133,-10,9,0,4,0
2020/04/15 12:00:00+00,1268,QUEBEC,QC,612,14860,2491,345,487,52,145779,5934,11882,215,984,48,218,-12
2020/04/15 12:00:00+00,1269,ONTARIO,ON,494,8447,3902,334,385,51,119029,5947,4160,109,795,26,254,-1
2020/04/15 12:00:00+00,1270,NORTHWEST TERRITORIES,NT,0,5,2,0,0,0,1511,3,3,0,0,0,0,0
2020/04/15 12:00:00+00,1271,REPATRIATED CDN,RC,0,13,13,0,0,0,0,0,0,0,0,0,0,0
2020/04/15 12:00:00+00,1272,CANADA,CA,1316,28379,8992,745,1010,107,484574,16937,18377,464,2060,-139,580,-11
2020/04/16 12:00:00+00,1273,NUNAVUT,NU,0,0,0,0,0,0,404,0,0,0,0,0,0,0
2020/04/16 12:00:00+00,1274,YUKON,YT,0,8,6,0,0,0,841,0,2,0,0,0,0,0
2020/04/16 12:00:00+00,1275,PRINCE EDWARD ISLAND,PE,0,26,23,0,0,0,2149,93,3,0,0,0,0,0
2020/04/16 12:00:00+00,1276,NEWFOUNDLAND AND LABRADOR,NL,5,252,170,11,3,0,5370,204,79,-6,7,-1,3,0
2020/04/16 12:00:00+00,1277,NEW BRUNSWICK,NB,0,117,80,3,0,0,9314,490,37,-3,6,1,3,0
2020/04/16 12:00:00+00,1278,BRITISH COLUMBIA,BC,14,1575,983,28,77,2,59185,500,515,-16,120,-11,56,-3
2020/04/16 12:00:00+00,1279,NOVA SCOTIA,NS,30,579,176,39,3,0,19032,1064,400,-9,7,2,4,0
2020/04/16 12:00:00+00,1280,SASKATCHEWAN,SK,1,305,219,14,4,0,21569,662,82,-13,7,-1,0,0
2020/04/16 12:00:00+00,1281,ALBERTA,AB,162,2158,914,0,50,2,88281,2779,1194,160,44,-71,14,-21
2020/04/16 12:00:00+00,1282,MANITOBA,MB,4,250,121,13,5,0,18349,447,124,-9,8,-1,4,0
2020/04/16 12:00:00+00,1283,QUEBEC,QC,997,15857,2841,350,630,143,151510,5731,12386,504,1018,34,209,-9
2020/04/16 12:00:00+00,1284,ONTARIO,ON,514,8961,4194,292,423,38,128093,9064,4344,184,807,12,248,-6
2020/04/16 12:00:00+00,1285,NORTHWEST TERRITORIES,NT,0,5,2,0,0,0,1546,35,3,0,0,0,0,0
2020/04/16 12:00:00+00,1286,REPATRIATED CDN,RC,0,13,13,0,0,0,0,0,0,0,0,0,0,0
2020/04/16 12:00:00+00,1287,CANADA,CA,1727,30106,9742,750,1195,185,505643,21069,19169,792,2024,-36,541,-39
2020/04/17 12:00:00+00,1288,NUNAVUT,NU,0,0,0,0,0,0,430,26,0,0,0,0,0,0
2020/04/17 12:00:00+00,1289,YUKON,YT,1,9,7,1,0,0,852,11,2,0,0,0,0,0
2020/04/17 12:00:00+00,1290,PRINCE EDWARD ISLAND,PE,0,26,23,0,0,0,2267,118,3,0,0,0,0,0
2020/04/17 12:00:00+00,1291,NEWFOUNDLAND AND LABRADOR,NL,4,256,176,6,3,0,5585,215,77,-2,7,0,3,0
2020/04/17 12:00:00+00,1292,NEW BRUNSWICK,NB,0,117,83,3,0,0,9900,586,34,-3,5,-1,3,0
2020/04/17 12:00:00+00,1293,BRITISH COLUMBIA,BC,43,1618,966,-17,78,1,60668,1483,574,59,119,-1,52,-4
2020/04/17 12:00:00+00,1294,NOVA SCOTIA,NS,27,606,177,1,4,1,20112,1080,425,25,11,4,5,1
2020/04/17 12:00:00+00,1295,SASKATCHEWAN,SK,2,307,228,9,4,0,22207,638,75,-7,5,-2,1,1
2020/04/17 12:00:00+00,1296,ALBERTA,AB,239,2397,1124,210,50,0,92805,4524,1223,29,60,16,13,-1
2020/04/17 12:00:00+00,1297,MANITOBA,MB,0,250,132,11,5,0,18856,507,113,-11,8,0,4,0
2020/04/17 12:00:00+00,1298,QUEBEC,QC,941,16798,3068,227,688,58,156557,5047,13042,656,1076,58,207,-2
2020/04/17 12:00:00+00,1299,ONTARIO,ON,564,9525,4556,362,478,55,136992,8899,4491,147,829,22,245,-3
2020/04/17 12:00:00+00,1300,NORTHWEST TERRITORIES,NT,0,5,3,1,0,0,1566,20,2,-1,0,0,0,0
2020/04/17 12:00:00+00,1301,REPATRIATED CDN,RC,0,13,13,0,0,0,0,0,0,0,0,0,0,0
2020/04/17 12:00:00+00,1302,CANADA,CA,1821,31927,10556,814,1310,115,528797,23154,20061,892,2120,96,533,-8
2020/04/18 12:00:00+00,1303,NUNAVUT,NU,0,0,0,0,0,0,430,0,0,0,0,0,0,0
2020/04/18 12:00:00+00,1304,YUKON,YT,0,9,8,1,0,0,859,7,1,-1,0,0,0,0
2020/04/18 12:00:00+00,1305,PRINCE EDWARD ISLAND,PE,0,26,23,0,0,0,2268,1,3,0,0,0,0,0
2020/04/18 12:00:00+00,1306,NEWFOUNDLAND AND LABRADOR,NL,1,257,189,13,3,0,5871,286,65,-12,6,-1,3,0
2020/04/18 12:00:00+00,1307,NEW BRUNSWICK,NB,1,118,87,4,0,0,10347,447,31,-3,5,0,3,0
2020/04/18 12:00:00+00,1308,BRITISH COLUMBIA,BC,29,1647,987,21,81,3,60668,0,579,5,115,-4,54,2
2020/04/18 12:00:00+00,1309,NOVA SCOTIA,NS,43,649,184,7,7,3,20961,849,458,33,11,0,5,0
2020/04/18 12:00:00+00,1310,SASKATCHEWAN,SK,6,313,234,6,4,0,23092,885,75,0,5,0,1,0
2020/04/18 12:00:00+00,1311,ALBERTA,AB,165,2562,1162,38,51,1,96897,4092,1349,126,57,-3,14,1
2020/04/18 12:00:00+00,1312,MANITOBA,MB,3,253,140,8,5,0,19193,337,108,-5,7,-1,4,0
2020/04/18 12:00:00+00,1313,QUEBEC,QC,723,17521,3315,247,805,117,161735,5178,13401,359,1130,54,258,51
